id,video_id,title,channel,published_at,views,likes,url,tone,occasions,moods,description_keywords
1,8l9Pnr9CiDA,가을 메이크업은 하고싶은데 칙칙한건 또 싫은! 🌷화사한 로지 메이크업🌺 #클리오파운데이션 #픽싱틴트멜란지로즈 #원앤온리렌즈,10시엔 디붕,2022-09-20,5539,83,https://www.youtube.com/watch?v=8l9Pnr9CiDA,가을웜,데일리,"러블리, 글램(글로우)","핑크, 화사한, 코랄, 글로우"
2,bcQySgItQd0,🤷🏻‍♀️더스티포그 가든..? 그 회색을 누가 써???🤷🏻‍♂️ 내가 쓴다ㅋ 최근 발견한 커버력&지속력 개 쩌는 베이스 제품까지!!!&!! (쏘내추럴 모즈픽스 쿠션&코팅젤 픽서),10시엔 디붕,2022-04-28,11915,124,https://www.youtube.com/watch?v=bcQySgItQd0,미분류,미분류,"내추럴(자연스러운), 스모키","스모키, 내추럴"
3,HDZ6eYSgu1M,올리브영 메이크업 랭킹템.... 🤷🏻‍♀️얘네 진짜 좋아???🤷🏻‍♀️,10시엔 디붕,2024-03-02,8401,131,https://www.youtube.com/watch?v=HDZ6eYSgu1M,미분류,미분류,글램(글로우),글로우
4,MDEcsYWRj1A,(GRWM) ENFP의 이별....⭐️ 하하하ㅏ핳ㅎ 저 이별했어요 하하하핳ㅎㅎ 그 여자 때문이었니? 하ㅣ하하핳ㅎ,10시엔 디붕,2022-06-07,5972,96,https://www.youtube.com/watch?v=MDEcsYWRj1A,쿨톤,미분류,"러블리, 스모키","핑크, 스모키"
5,slXxW5fyOKM,🌼봄웜톤 필수시청🌼 봄 웜 라이트분들은 얘네들 안써보면 안돼유..... feat.퓌 신상 아이팔레트,10시엔 디붕,2022-03-28,9515,123,https://www.youtube.com/watch?v=slXxW5fyOKM,봄웜,데일리,글램(글로우),글로우
6,m0dTds5rG7o,바쁜 아침 5분초간단 물광피부 출근메이크업 / 꾸안꾸메이크업 /워킹맘 /직장인 출근,40대동안 이정언니 꿀팁 일상,2021-08-26,4447,29,https://www.youtube.com/watch?v=m0dTds5rG7o,미분류,출근/등교,"내추럴(자연스러운), 글램(글로우)","촉촉, 5분, 꾸안꾸, 출근, 초간단, 간단, 직장인"
7,yYkOE2iDGVY,[Make Up] 연말 파티 메이크업💄| 크리스마스 기념 화장 ✨ | 8_min,8_min,2020-12-25,16583,302,https://www.youtube.com/watch?v=yYkOE2iDGVY,쿨톤,파티,"러블리, 글램(글로우)","파티, 연말, 내추럴, 클럽"
8,AcZGCmcLJpk,와...충격의도가니탕 여쿨뮤트진단받고 올영 털고 쿨톤 메이크업 냅다 갈겨버리기,가딩-Gading,2022-07-06,6419,94,https://www.youtube.com/watch?v=AcZGCmcLJpk,여쿨,데일리,내추럴(자연스러운),"내추럴, 누디"
9,_ST4U0Jk0hs,뉴트럴톤 추구미 메이크업🤍 오늘 블러셔 뭐에요? 정말 많이 물어보신 블러셔! l GAYOON 가윤,가윤 GAYOON,2024-12-16,4157,62,https://www.youtube.com/watch?v=_ST4U0Jk0hs,쿨톤,데일리,러블리,핑크
10,1bAECnl52Hc,"🎅🏻봄라 여쿨, 뉴아이템들로 메이크업!겨울쿠션 드뎌 정착함✌🏻여쿨팔레트와 함께 고고 | 가윤GAYOON",가윤 GAYOON,2021-12-25,10322,88,https://www.youtube.com/watch?v=1bAECnl52Hc,여쿨,데일리,러블리,"핑크, 누드, 코랄"
11,8qWFprMbSMU,"🌷봄라이트 핑크 메이크업, 아일릿 원희 틴트 조합, 크림 블러시 추천l GAYOON 가윤",가윤 GAYOON,2025-03-10,4935,61,https://www.youtube.com/watch?v=8qWFprMbSMU,봄웜,데일리,"내추럴(자연스러운), 러블리","글로우, 은은한, 핑크, 빈티지, 데일리"
12,bcdpDFdirTc,핑크 글로우 메이크업💗 봄라 여쿨 걸친 내가 하는 핑크메이크업! l GAYOON 가윤,가윤 GAYOON,2025-01-20,2364,43,https://www.youtube.com/watch?v=bcdpDFdirTc,여쿨,데이트,"러블리, 글램(글로우)","핑크, 뽀용, 윤광, 글로우"
13,BgRQhZjts0I,🍑grwm 봄라이트 애프리콧 꾸안꾸 메이크업l신상 팔레트도 써봄😉 GAYOON 가윤,가윤 GAYOON,2022-06-25,8782,107,https://www.youtube.com/watch?v=BgRQhZjts0I,봄웜,데일리,내추럴(자연스러운),"퓨어, 다크, 꾸안꾸"
14,BKsKIDdzsMg,봄웜&여쿨 사이🙃 너무 예쁜 블러셔와 립🫶🏻l GAYOON 가윤,가윤 GAYOON,2024-10-28,7255,64,https://www.youtube.com/watch?v=BKsKIDdzsMg,봄웜,데일리,글램(글로우),글로우
15,EaPeWAZzKwo,"봄웜라 베이지🍦 모카무스 어쩌구처럼,, 베이지 컬러 사용하고 싶을 때 이렇게 합니다!l GAYOON 가윤",가윤 GAYOON,2025-04-14,3126,63,https://www.youtube.com/watch?v=EaPeWAZzKwo,봄웜,데일리,"내추럴(자연스러운), 글램(글로우)","글로우, 데일리"
16,fM_fqT5DSWk,📷가족 사진 찍는 날~ 인생 메이크업 등극!!! 요즘 최애 조합들로 실패 없이 셀프 사진 메이크업하기😉l GAYOON 가윤,가윤 GAYOON,2023-02-12,6281,91,https://www.youtube.com/watch?v=fM_fqT5DSWk,여쿨,격식있는,"러블리, 글램(글로우)","누드, 글로우, 다크, 핑크"
17,gmW-JFxTbVc,여쿨핑 메이크업🍬여쿨·봄웜 사이도 찰떡! (+예쁜 하이라이터) l GAYOON 가윤,가윤 GAYOON,2025-09-08,2379,46,https://www.youtube.com/watch?v=gmW-JFxTbVc,여쿨,데일리,러블리,"핑크, 코랄"
18,H6zKfSPldx0,glow makeup 촉촉 글로우 메이크업💎좋아하는 제품들로 한 데일리 메이크업!,가윤 GAYOON,2020-10-10,5444,79,https://www.youtube.com/watch?v=H6zKfSPldx0,웜톤,데일리,"내추럴(자연스러운), 글램(글로우)","글로우, 데일리, 촉촉"
19,Hda5pBqPphQ,💗페일한 메이크업! 봄웜 여쿨 데일리 메이크업🤩l GAYOON 가윤,가윤 GAYOON,2021-09-06,7631,107,https://www.youtube.com/watch?v=Hda5pBqPphQ,봄웜,데일리,내추럴(자연스러운),"코랄, 데일리, 다크"
20,hM_Yacynx3o,✨glow makeup 예쁜광나는 피부표현으로 메이크업 해봄! l GAYOON 가윤,가윤 GAYOON,2021-09-11,3975,62,https://www.youtube.com/watch?v=hM_Yacynx3o,봄웜,데일리,"내추럴(자연스러운), 글램(글로우)","글로우, 다크, 내추럴, 퓨어, 촉촉, 데일리"
21,jHlpqkIOsdE,✨5분 만에 완성! 초간단 투명 메이크업🫧 봄라 찰떡 립 찾음!! 봄라&여쿨라l GAYOON 가윤,가윤 GAYOON,2024-05-27,6878,86,https://www.youtube.com/watch?v=jHlpqkIOsdE,봄웜,출근/등교,"내추럴(자연스러운), 청순","누드, 5분, 투명, 초간단, 간단"
22,l0q2UvV1Lok,봄웜소프트🍦미지근 컬러로 맑고 소프트한 메이크업|오랜만에 마음에 드는 쿠션과 립 발견❤︎l GAYOON 가윤,가윤 GAYOON,2024-01-22,5645,53,https://www.youtube.com/watch?v=l0q2UvV1Lok,봄웜,데일리,고급스러운,미지근
23,Ln54l7h_XQc,"진짜 내 최애템들!!😉 봄라이트 찰떡 주구장창템, 내 인생템 베이지빛 컬러들!! l GAYOON 가윤",가윤 GAYOON,2022-12-11,17135,344,https://www.youtube.com/watch?v=Ln54l7h_XQc,봄웜,미분류,글램(글로우),글로우
24,NgXzmC-vMsQ,"🍂가을 GRWM 요즘 애정하는 팔레트 모음집. 라이트톤, 뉴트럴톤~~l GAYOON 가윤",가윤 GAYOON,2024-10-14,9150,156,https://www.youtube.com/watch?v=NgXzmC-vMsQ,가을웜,데일리,"내추럴(자연스러운), 러블리",
25,SHM26cgTW2c,💓핑크 좋아해? 봄웜라 여쿨라 걸친 톤🫶🏻핑크 사용하고 싶을 때는 이렇게😉l GAYOON 가윤,가윤 GAYOON,2023-01-29,12259,221,https://www.youtube.com/watch?v=SHM26cgTW2c,여쿨,데일리,"러블리, 글램(글로우)","핑크, 누드, 다크, 글로우"
26,ZAaw-qmLIrs,핑잘봄🎀핑크 잘 받는 봄라이트&여쿨라이트! 핑크에 빠진 요즘 하는 데일리 메이크업🤭l GAYOON 가윤,가윤 GAYOON,2025-05-19,3149,56,https://www.youtube.com/watch?v=ZAaw-qmLIrs,여쿨,데일리,"내추럴(자연스러운), 러블리, 글램(글로우)","핑크, 딸기, 글로우, 퓨어, 데일리"
27,ZjGCdh0oTb0,"new item!봄라이트 찰떡 로즈 베이지 메이크업🌹킬커버 뉴 쿠션, 진짜 예쁜 로즈빛 팔레트랑 립까지😍l GAYOON 가윤",가윤 GAYOON,2022-10-29,8372,94,https://www.youtube.com/watch?v=ZjGCdh0oTb0,봄웜,데일리,내추럴(자연스러운),"누디, 데일리"
28,2As_Z3xSmvs,남친오기 10분전❗️흔녀의 쌩얼지키기 메이크업+데일리 찐템만❤️봄 내추럴 데일리 메이크업ㅣ올리브영 쿠션.섀도우팔레트 추천ㅣ웨이크메이크 쿠션ㅣ데이지크 밀크라떼ㅣ인생 마스카라ㅣ가을스런,가을스런_Gaeul,2024-02-04,4912,117,https://www.youtube.com/watch?v=2As_Z3xSmvs,봄웜,출근/등교,"내추럴(자연스러운), 글램(글로우)","글로우, 내추럴, 데일리"
29,BFSZV7y6xPs,No 광고! 찐애정템 소개💗실패없는 올리브영 제품 추천ㅣ피부 좋아보이는 무조건 예뻐보이는 템ㅣ12월 올영세일ㅣ뮤드 드리즐밤.마스카라ㅣ어뮤즈 아이팔레트ㅣ속쌍.무쌍 메이크업ㅣ가을스런,가을스런_Gaeul,2023-11-28,9011,252,https://www.youtube.com/watch?v=BFSZV7y6xPs,봄웜,출근/등교,"내추럴(자연스러운), 글램(글로우)","글로우, 누드, 출근, 데일리"
30,ICPktCoax1I,"[수다스런] 프로 J의 퇴사 후, 2024 위시리스트📒+구독자요청 오트라떼 메이크업💛삿포로 강원도 여행계획ㅣ봄웜 속쌍 겨울 폭닥 메이크업ㅣ아로하찾음🙋🏻‍♀️ㅣ가을스런",가을스런_Gaeul,2024-01-02,4515,116,https://www.youtube.com/watch?v=ICPktCoax1I,봄웜,야외/여행,글램(글로우),"여행, 깔끔, 글로우"
31,KWBK7rqCyVk,절친과 바람난 남친 복수 메콥🤬+문의 많았던 쿨 메이크업ㅣ쇼츠 메이크업 풀버전ㅣ페리페라 섀도우팔레트.틴트ㅣ쿨톤 틴트 추천ㅣ속쌍 메이크업ㅣ가을스런 메콥,가을스런_Gaeul,2024-01-17,4536,118,https://www.youtube.com/watch?v=KWBK7rqCyVk,쿨톤,데일리,"러블리, 시크","핑크, 시크, 깔끔"
32,pc9q8DmnmT8,[GRWM] 역대급 번따썰 ☎️ 풀면서 그윽st가을메이크업하기+요즘 나의 클렌징 루틴ㅣ클렌징 하나로 끝내기ㅣVU 앰플 클렌저 소프트블러링팔레트ㅣ쿠션.브러쉬 추천ㅣ가을스런,가을스런_Gaeul,2023-10-14,7323,67,https://www.youtube.com/watch?v=pc9q8DmnmT8,가을웜,데일리,글램(글로우),"누드, 글로우, 다크, 루틴, 코랄"
33,T47IbUiM6S4,[GRWM] 반질광나는 피치 누드 메이크업🍑ㅣ봄 데일리 메이크업ㅣ휘뚜루마뚜루 쉬운 광채쿠션ㅣ비내추럴 쿠션ㅣ올리브영쿠션추천ㅣ가을스런,가을스런_Gaeul,2023-03-15,1857,19,https://www.youtube.com/watch?v=T47IbUiM6S4,봄웜,데일리,내추럴(자연스러운),"누드, 내추럴, 데일리"
34,D6sfDShkSMI,"(🍯잼 수다 포함)대한항공 출신 동생이 만들어주는 촉촉 💦 청순 국내 항공사 스타일 메이크업💄(기내 스킨케어 , 달바 프리미엄 미스트 , 투쿨포스쿨 블러셔)",가이안 GAIAN,2019-11-05,16015,226,https://www.youtube.com/watch?v=D6sfDShkSMI,쿨톤,데이트,"글램(글로우), 청순","촉촉, 청순"
35,vMuy0yGZVj4,"[GRWM] 겨울 촉촉 메이크업 (비행 스트레스, 스트레스 해소)",가이안 GAIAN,2019-01-05,13673,199,https://www.youtube.com/watch?v=vMuy0yGZVj4,겨쿨,데일리,"러블리, 글램(글로우), 시크","촉촉, 시크, 핑크"
36,dz6slb8wNy4,데일리 심플 메이크업 💄,가희바이브 KahiVibe,2021-07-26,14855,502,https://www.youtube.com/watch?v=dz6slb8wNy4,가을웜,출근/등교,"내추럴(자연스러운), 글램(글로우)","글로우, 간단, 데일리"
37,nNBJS1wBC3w,봄웜 고양이 메이크업🐱🧡,감니GAMNI,2025-09-02,3652,119,https://www.youtube.com/watch?v=nNBJS1wBC3w,봄웜,데일리,시크,고양이
38,dYmgWQHHIfo,GRWM. 유튜브 번아웃 왔던 얘기 하면서 같이 준비해요 ⌵̈⃝ | 봄웜브라이트 메이크업 💐| 했던 말 또 하고 했던 말 또 하고 ..,개횬 gaehyon,2024-02-26,47094,742,https://www.youtube.com/watch?v=dYmgWQHHIfo,봄웜,데이트,"내추럴(자연스러운), 러블리",데이트
39,2a9MQCG5XTI,겟레디윗미에 복숭아를 곁들인 데일리 메이크업 ⋆͛*͛୧(◍ ᐡᐤᐡ ◍) ୨*͛🍑 (ft. 존예 립 꿀조합),겸다미,2024-10-16,9130,193,https://www.youtube.com/watch?v=2a9MQCG5XTI,봄웜,데일리,내추럴(자연스러운),"복숭아, 데일리"
40,BISbqHBikYM,𝙂𝙧𝙬𝙢☁️ | 뉴진스'𝙨𝙩  민지 메콥🍪 | 촉촉립 메이크업˚♡*,겸다미,2022-09-10,11603,75,https://www.youtube.com/watch?v=BISbqHBikYM,여쿨,데이트,"글램(글로우), 청순","청순, 촉촉"
41,SKRWxzQBaKo,NMIXX [엔믹스] 권모술수 해원 커버 메이크업 | 어떻게 사람이 농담곰?🐻‍❄️,겸다미,2023-12-17,14308,164,https://www.youtube.com/watch?v=SKRWxzQBaKo,미분류,데일리,내추럴(자연스러운),"아이돌, 데일리"
42,v0BbJF0Vsqc,GRWM🩶 | 다크서클만 잘 가려도 10살은 어려 보입니다.. 동안 클린 girl 메이크업 같이 해봐yo✨,겸다미,2023-11-15,6581,73,https://www.youtube.com/watch?v=v0BbJF0Vsqc,미분류,데일리,내추럴(자연스러운),"클린걸, 데일리"
43,z6W5GzhKt9M,༝﹡˖˟ [ᴍᴀᴋᴇ ᴜᴘ] 겨울에 웜톤은 뭐 바르지? 실패없는 올리브영 복숭아 젤리 ʟɪᴘ조합 추천༝﹡˖˟,겸다미,2022-12-17,383896,5187,https://www.youtube.com/watch?v=z6W5GzhKt9M,웜톤,파티,글램(글로우),"글로우, 복숭아, 연말"
44,1qDUT4KxNN8,봄웜 메이크업 grwm ..,경 은,2023-05-14,25853,437,https://www.youtube.com/watch?v=1qDUT4KxNN8,봄웜,데일리,내추럴(자연스러운),데일리
45,dBfvnC1Nd3M,인간복숭아 메이크업 겟레디윗미! 🍑🫧,경 은,2024-07-16,18457,304,https://www.youtube.com/watch?v=dBfvnC1Nd3M,봄웜,데일리,러블리,복숭아
46,UEdTbgo10Ds,(sub) 𝐕𝐋𝐎𝐆| 깔꼼하고 생기있는 출근 메이크업🫧🌷 | 연속출근에 지쳐가는 프리랜서 | 인터뷰 촬영 비하인드 | 통역대학원 동기=사랑🫶🏻,고나윤 Nayun Ko,2024-07-31,30666,534,https://www.youtube.com/watch?v=UEdTbgo10Ds,미분류,출근/등교,"내추럴(자연스러운), 청순",출근
47,_u9nYRsVDQY,퍼스널 진단 후 여쿨 메이크업•06년생 겟레디윗미,고우리 Go uri,2024-05-31,86585,923,https://www.youtube.com/watch?v=_u9nYRsVDQY,여쿨,출근/등교,"내추럴(자연스러운), 글램(글로우)","코랄, 내추럴, 글로우, 학생"
48,3udvEsZgoL4,스토커 아저씨 썰풀며🐶 인스타그램 그 메이크업,고우리 Go uri,2024-06-17,167606,1887,https://www.youtube.com/watch?v=3udvEsZgoL4,쿨톤,출근/등교,"러블리, 글램(글로우)","다크, 학생, 핑크, 글로우"
49,glHCP7QIZ_M,대학면접 썰풀며 +요즘 추구미 메이크업🎠grwm,고우리 Go uri,2024-11-03,98151,1037,https://www.youtube.com/watch?v=glHCP7QIZ_M,미분류,격식있는,글램(글로우),"면접, 글로우"
50,HQaOMTZ2Qv8,에스파 수퍼노바🦾윈터 커버메이크업 06년생,고우리 Go uri,2024-07-15,55189,628,https://www.youtube.com/watch?v=HQaOMTZ2Qv8,겨쿨,출근/등교,"내추럴(자연스러운), 러블리, 글램(글로우)","내추럴, 핑크, 글로우, 학생, 퓨어"
51,i8M0fSweEGw,새학기 학생 메이크업•06년생 겟레디윗미grwm 새학기 친구사귀기,고우리 Go uri,2024-02-18,288085,4879,https://www.youtube.com/watch?v=i8M0fSweEGw,쿨톤,출근/등교,"러블리, 글램(글로우)","학교, 학생, 글로우, 과즙"
52,JhD4PDiG_2A,새학기 학생 뜨뜻미지근 메이크업🤎grwm,고우리 Go uri,2025-04-11,47264,488,https://www.youtube.com/watch?v=JhD4PDiG_2A,봄웜,출근/등교,러블리,"미지근, 학생, 핑크"
53,KV3KTMKAD5w,새학기 분위기여신 학생메이크업 파데프리 06년생,고우리 Go uri,2024-03-03,301315,3901,https://www.youtube.com/watch?v=KV3KTMKAD5w,봄웜,출근/등교,글램(글로우),"코랄, 학교, 학생, 글로우, 글램, 복숭아"
54,lB8QwY_4PAQ,학교가기전 10분!겟레디윗미 grwm06년생 학생메이크업,고우리 Go uri,2024-01-01,1504280,35737,https://www.youtube.com/watch?v=lB8QwY_4PAQ,웜톤,출근/등교,"러블리, 글램(글로우)","학교, 학생, 핑크, 글로우"
55,wXgDleGbVBg,06년생 데일리 복숭아메이크업grwm겟레디윗미,고우리 Go uri,2023-12-17,314521,6544,https://www.youtube.com/watch?v=wXgDleGbVBg,봄웜,출근/등교,"내추럴(자연스러운), 러블리, 글램(글로우)","학생, 핑크, 데일리, 글로우, 누디, 복숭아"
56,xqtE71AMPjg,여고생 민증사진 메이크업 grwm,고우리 Go uri,2024-05-12,163503,2148,https://www.youtube.com/watch?v=xqtE71AMPjg,여쿨,격식있는,러블리,"학생, 핑크, 증명사진"
57,zTmQBT5D0I8,첫사랑 썰풀며 +빼빼로데이 데이트 메이크업 grwm,고우리 Go uri,2024-11-10,93011,967,https://www.youtube.com/watch?v=zTmQBT5D0I8,봄웜,데이트,"내추럴(자연스러운), 글램(글로우), 청순","데이트, 코랄, 내추럴, 글로우, 첫사랑"
58,ZxaVw9WrP4c,졸업사진 분위기여신 메이크업 grwm,고우리 Go uri,2024-04-15,95312,1112,https://www.youtube.com/watch?v=ZxaVw9WrP4c,미분류,격식있는,"러블리, 청순",학생
59,BNVvQDEfZek,남자들이 좋아하는 쌩얼 수채화 메이크업|중간에싸움|노메이크업룩,고은젤,2023-08-14,19375,275,https://www.youtube.com/watch?v=BNVvQDEfZek,여쿨,출근/등교,청순,"수채화, 노메이크업"
60,Qv1EFUTmpOA,키치 주근깨 메이크업 • 빈티지 메이크업,고응,2024-01-09,3197,128,https://www.youtube.com/watch?v=Qv1EFUTmpOA,미분류,파티,유니크,"빈티지, 키치"
61,gOxdtIaQOzU,(ENG SUB) 저걸 코에 바른다고?! 인스타 유행 딸기코 메이크업🍓ㅣ곰들의 반란,곰들의반란 beautybears,2020-02-13,7961,151,https://www.youtube.com/watch?v=gOxdtIaQOzU,쿨톤,미분류,미분류,"유행, 누드, 딸기"
62,LZ9EfnQyYeY,코말 | 긴 얼굴형 커버하는 레드 포인트 연말 파티 메이크업 (feat.도로시)ㅣ곰들의 반란 [코민을 말해봐] EP.01,곰들의반란 beautybears,2019-12-21,3506,104,https://www.youtube.com/watch?v=LZ9EfnQyYeY,웜톤,파티,"글램(글로우), 고급스러운","파티, 누드, 연말, 다크, 청순, 내추럴"
63,jNcPuiAlh4w,이게 일본에서 유행이라고...? 지뢰 메이크업,공겁스님,2020-10-23,46901,597,https://www.youtube.com/watch?v=jNcPuiAlh4w,미분류,파티,유니크,지뢰
64,q0V_XfOCRSY,[GRWM] 무화과 메이크업 같이 준비해요! #인생파운데이션 #데일리메이크업 | GONGSIL 공실이,공실이 Gongsil,2019-10-13,6197,128,https://www.youtube.com/watch?v=q0V_XfOCRSY,웜톤,출근/등교,내추럴(자연스러운),"귀여운, 데일리, 퀵"
65,8QsN5iHRIHM,글로우 메이크업 pink ver. 💖 (feat. 토끼상 메이크업 🐰),공영아,2024-01-15,5140,104,https://www.youtube.com/watch?v=8QsN5iHRIHM,쿨톤,데이트,"내추럴(자연스러운), 러블리, 글램(글로우)","글로우, 토끼, 내추럴"
66,onxA-zqZPFM,GRWM | 생일파티때 하기 좋은 힙하게 고급진 메이크업 (feat.제니 멧갈라 st),공영아,2023-09-23,5541,172,https://www.youtube.com/watch?v=onxA-zqZPFM,가을웜,파티,"고급스러운, 힙·트렌디","파티, 힙, 고급"
67,zmPglGKHCwk,GRWM | 깔끔한 핑크 누디 메이크업 for 올드머니룩,공영아,2023-10-05,2766,68,https://www.youtube.com/watch?v=zmPglGKHCwk,미분류,출근/등교,"내추럴(자연스러운), 힙·트렌디","깔끔한, 힙, 누디, 깔끔, 올드머니, 핑크, 스모키, 데일리"
68,hdDgapYKfL4,✧ 요즘 하는 메이크업 asmr & grwm (+ 올리브영에서 산 것들. . .) ✧,구라밍,2025-01-06,31619,1199,https://www.youtube.com/watch?v=hdDgapYKfL4,여쿨,데일리,"러블리, 글램(글로우)","글로우, 복숭아, 핑크, 순수, 클럽"
69,muDJV-zUfok,✧･ﾟ* 여쿨 페일 데일리 메이크업 ASMR (매우 짧음) * ･ﾟ✧,구라밍,2024-02-04,17858,564,https://www.youtube.com/watch?v=muDJV-zUfok,여쿨,데일리,미분류,
70,_4SvVV6IlEg,"맑은 여름뮤트 메이크업 ・.*♡ / 매화빛댕기 팔레트 활용법 / 단아함 한 스푼 ,,",­구아구 kyua,2025-09-03,5396,107,https://www.youtube.com/watch?v=_4SvVV6IlEg,여쿨,데일리,"내추럴(자연스러운), 러블리, 글램(글로우), 청순","글램, 핑크, 맑은"
71,973VNL8qvlA,"페리페라 올테이크무드 팔레트 신상 ・ 방구석 청담샵이 되 ,,♡ 미지근 핑크 메이크업 ・ 여름뮤트",­구아구 kyua,2025-09-19,5016,113,https://www.youtube.com/watch?v=973VNL8qvlA,여쿨,데일리,"러블리, 스모키","스모키, 미지근, 핑크"
72,a0phmMpVE3I,청초 쌩얼 메이크업˚✧₊•• 환절기 텁텁한 피부 벗어나는 오일광 하이라이터🪞(feat. 속광 블러셔),­구아구 kyua,2024-11-10,14181,279,https://www.youtube.com/watch?v=a0phmMpVE3I,쿨톤,출근/등교,"내추럴(자연스러운), 글램(글로우), 청순","촉촉, 누드, 속광, 연한, 청초"
73,bqb2szebaIA,"가을 수채화 메이크업 grwm🌷 흰끼 없는 신상 섀도우 팔레트 ,,🫧 / 개강 메이크업",­구아구 kyua,2024-09-22,3662,98,https://www.youtube.com/watch?v=bqb2szebaIA,가을웜,데일리,청순,"울먹, 개강, 수채화, 누드"
74,bU1YYrKL2HI,ENG) 뮤트 메이크업 | 개강 | 데일리,­구아구 kyua,2024-03-10,3899,97,https://www.youtube.com/watch?v=bU1YYrKL2HI,쿨톤,데일리,"내추럴(자연스러운), 글램(글로우)","데일리, 누드, 개강, 글램, 일상"
75,fCZtwfqJqjI,여름뮤트 ・・ 청초 클린 메이크업 • 색조 덜어내는 법 / 파데프리,­구아구 kyua,2025-07-26,15513,446,https://www.youtube.com/watch?v=fCZtwfqJqjI,여쿨,데일리,"러블리, 청순","청초, 핑크"
76,flbNRkt99U0,몽환 그 자체 ・・ 더워질 때 하기 좋은 보송&청초 여름뮤트 메이크업 ☁️,­구아구 kyua,2025-05-11,6852,157,https://www.youtube.com/watch?v=flbNRkt99U0,여쿨,데일리,청순,"청초, 누드"
77,hwwjJX7cZ7A,청순여리 에겐녀st🩰 핑크 메이크업 ・・ 힌스 new 싱글섀도우 조합 추천 / 여름뮤트 메이크업,­구아구 kyua,2025-06-08,2972,36,https://www.youtube.com/watch?v=hwwjJX7cZ7A,여쿨,데이트,"러블리, 글램(글로우), 청순","글로우, 여리여리, 핑크, 누드, 청순"
78,io-CLfcThHY,가을 무드 낭낭 ・・ 로즈 코코아 메이크업🤎  릴리바이레드 10월 신상 에디션 • 여름 쿨 음영 메이크업,­구아구 kyua,2025-10-08,3372,78,https://www.youtube.com/watch?v=io-CLfcThHY,여쿨,데일리,"내추럴(자연스러운), 러블리","핑크, 네추럴"
79,jjf9ahJVSDU,핑크 브라운 메이크업ʕ𐭩 릴리바이레드 신상 핑크클로젯 에디션 ・・ 여름뮤트 소프트 음영 메이크업,­구아구 kyua,2025-08-17,5538,111,https://www.youtube.com/watch?v=jjf9ahJVSDU,여쿨,데일리,스모키,"핑크, 글로우, 네추럴, 스모키, 딸기"
80,nYAUk0hTnOk,가을이 오면 •• 느좋 멀멀 가을뮤트 메이크업 / 모감주 밑 서재 활용법 ︎︎❤︎,­구아구 kyua,2025-09-08,5996,106,https://www.youtube.com/watch?v=nYAUk0hTnOk,가을웜,데일리,"내추럴(자연스러운), 글램(글로우)","글램, 내추럴, 멀멀, 누드"
81,OFvOcJYCAtY,숏츠 속 그 메이크업₊ 𓂃 ⊹ 미지근 한 방울 로즈 메이크업🌷네추럴 트임 • 여름뮤트 데일리,­구아구 kyua,2025-10-21,2939,99,https://www.youtube.com/watch?v=OFvOcJYCAtY,여쿨,출근/등교,"내추럴(자연스러운), 글램(글로우)","미지근, 출근, 글로우, 데일리, 네추럴"
82,pvfTYtY1jS8,"수수한 가을 메이크업 ,,🍂 홀리카홀리카 클래식 포터리 • 바닐라코 립앤치크 new 컬러 ",­구아구 kyua,2025-09-27,3135,54,https://www.youtube.com/watch?v=pvfTYtY1jS8,가을웜,데일리,"내추럴(자연스러운), 고급스러운",
83,RVArAYT28sw,10분 퀵 메이크업 ・..* 러블리 한 방울 ❤︎/ 초간단 제품 / 여름뮤트,­구아구 kyua,2025-08-07,3270,62,https://www.youtube.com/watch?v=RVArAYT28sw,여쿨,데이트,"러블리, 글램(글로우)","간단, 글로우, 러블리, 퀵, 글램, 초간단"
84,wC7TEsg3M2I,혜림쌤 웨딩메이크업 영상 그 분 ..? 썰 풀며 grwm♡⸝⸝ 청순 데일리 메이크업 / 여름뮤트,­구아구 kyua,2025-07-06,3867,82,https://www.youtube.com/watch?v=wC7TEsg3M2I,여쿨,격식있는,"내추럴(자연스러운), 러블리, 청순","핑크, 데일리, 웨딩, 청순"
85,wG_43rfbxow,여름뮤트 ・・  청순 멀멀 메이크업 ・ 채도 뺀 냉미녀? / 라이트그레이시,­구아구 kyua,2025-08-12,4674,123,https://www.youtube.com/watch?v=wG_43rfbxow,여쿨,데이트,청순,"글로우, 멀멀, 스모키, 글램, 청순"
86,xAFEO4F2c7E,산지직송 고구마 메이크업 🍠•• 페리페라 핑크하구마 | 멀멀 모브 브라운 | 여쿨 가을립 추천,­구아구 kyua,2025-10-28,2779,54,https://www.youtube.com/watch?v=xAFEO4F2c7E,여쿨,데일리,"러블리, 글램(글로우)","핑크, 멀멀, 글로우"
87,yMcYAZDvHJU,"클린걸 메이크업 ,, 맑고 투명해 *̥₊˚‧‧ 색조 덜어내는 법 / 여름뮤트",­구아구 kyua,2025-09-13,121203,129,https://www.youtube.com/watch?v=yMcYAZDvHJU,여쿨,출근/등교,"내추럴(자연스러운), 러블리, 청순","클린걸, 투명, 핑크"
88,BTFqdYYQWFQ,Arab makeup! 19살소녀에게 메이크업을 받아보았습니다,국승채뷰티라이프,2019-09-19,3471,54,https://www.youtube.com/watch?v=BTFqdYYQWFQ,미분류,격식있는,"내추럴(자연스러운), 러블리","소녀, 배우"
